PERM2020_Col_1er,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049
10,0.003309485,0.003179718,0.003055039,0.00293525,0.002820157,0.002709577,0.002603333,0.002501255,0.002403179,0.002308949,0.002218414,0.002131429,0.002047854,0.001967557,0.001890408,0.001816284,0.001745066,0.001676641,0.001610899,0.001547735,0.001487047,0.001428739,0.001372718,0.001318893,0.001267178,0.001217491,0.001169753,0.001123886,0.001079818,0.001037478,0.000996798,0.000957713,0.00092016,0.00088408,0.000849415,0.000816109,0.000784109,0.000753363,0.000723824,0.000695442,0.000668173,0.000641974,0.000616802,0.000592617,0.00056938,0.000547054,0.000525604,0.000504995,0.000485194,0.000466169,0.00044789,0.000430328,0.000413455,0.000397243,0.000381667,0.000366701,0.000352323,0.000338508,0.000325235,0.000312482,0.00030023,0.000288458,0.000277147,0.00026628,0.000255839,0.000245807,0.000236169,0.000226909,0.000218011,0.000209463,0.00020125,0.000193359,0.000185777,0.000178493,0.000171494,0.00016477,0.000158309,0.000152101,0.000146137,0.000140407,0.000134902,0.000129612,0.00012453,0.000119647,0.000114956,0.000110448,0.000106118,0.000101957,9.79589E-05,9.41179E-05,9.04274E-05,8.68817E-05,8.34751E-05,8.02019E-05,7.70572E-05,7.40357E-05,7.11327E-05,6.83436E-05,6.56638E-05,6.30891E-05,6.06153E-05,5.82386E-05,0.000055955,5.3761E-05,5.1653E-05,4.96276E-05,4.76817E-05,4.58121E-05,4.40158E-05,4.22899E-05,4.06317E-05,3.90385E-05,3.75078E-05,3.60371E-05,3.4624E-05,3.32664E-05,3.1962E-05,3.07088E-05,2.95046E-05,2.83478E-05,2.72362E-05,2.61683E-05,2.51422E-05,2.41564E-05,2.32092E-05,2.22991E-05,2.14248E-05,2.05847E-05,1.97776E-05,1.90021E-05,1.8257E-05,1.75411E-05,1.68533E-05,1.61925E-05,1.55576E-05,1.49476E-05,1.43615E-05,1.37983E-05,1.32573E-05,1.27375E-05,1.2238E-05,1.17582E-05,1.12971E-05,1.08542E-05,1.04286E-05,1.00196E-05,9.62677E-06,9.2493E-06,8.88663E-06,8.53818E-06
11,0.003487433,0.003350688,0.003219306,0.003093075,0.002971794,0.002855268,0.002743312,0.002635745,0.002532396,0.002433099,0.002337696,0.002246034,0.002157965,0.00207335,0.001992053,0.001913944,0.001838897,0.001766793,0.001697516,0.001630955,0.001567005,0.001505561,0.001446527,0.001389808,0.001335313,0.001282955,0.001232649,0.001184317,0.001137879,0.001093262,0.001050395,0.001009208,0.000969636,0.000931616,0.000895087,0.00085999,0.00082627,0.000793871,0.000762743,0.000732835,0.000704101,0.000676492,0.000649967,0.000624481,0.000599995,0.000576469,0.000553865,0.000532148,0.000511282,0.000491234,0.000471973,0.000453466,0.000435686,0.000418602,0.000402189,0.000386419,0.000371267,0.000356709,0.000342723,0.000329284,0.000316373,0.000303968,0.000292049,0.000280597,0.000269595,0.000259024,0.000248868,0.000239109,0.000229734,0.000220726,0.000212071,0.000203756,0.000195766,0.00018809,0.000180715,0.000173629,0.000166821,0.00016028,0.000153995,0.000147957,0.000142155,0.000136581,0.000131226,0.000126081,0.000121137,0.000116387,0.000111823,0.000107439,0.000103226,9.91785E-05,9.52896E-05,9.15533E-05,8.79634E-05,8.45143E-05,8.12005E-05,7.80166E-05,7.49575E-05,7.20184E-05,6.91945E-05,6.64813E-05,6.38746E-05,0.00006137,5.89636E-05,5.66517E-05,5.44303E-05,5.22961E-05,5.02455E-05,4.82754E-05,4.63824E-05,4.45638E-05,4.28164E-05,4.11375E-05,3.95245E-05,3.79747E-05,3.64857E-05,3.50551E-05,3.36806E-05,3.23599E-05,3.10911E-05,2.9872E-05,2.87007E-05,2.75753E-05,2.64941E-05,2.54552E-05,2.44571E-05,2.34981E-05,2.25768E-05,2.16915E-05,2.0841E-05,2.00238E-05,1.92386E-05,1.84843E-05,1.77595E-05,1.70631E-05,1.63941E-05,1.57513E-05,1.51337E-05,1.45403E-05,1.39701E-05,1.34223E-05,1.28961E-05,1.23904E-05,1.19046E-05,1.14378E-05,1.09893E-05,1.05584E-05,1.01444E-05,9.74663E-06,9.36445E-06,8.99727E-06
12,0.003794162,0.003645391,0.003502453,0.00336512,0.003233172,0.003106397,0.002984593,0.002867566,0.002755127,0.002647097,0.002543303,0.002443578,0.002347764,0.002255707,0.00216726,0.00208228,0.002000633,0.001922187,0.001846817,0.001774402,0.001704827,0.00163798,0.001573754,0.001512046,0.001452758,0.001395794,0.001341064,0.00128848,0.001237958,0.001189417,0.00114278,0.001097971,0.001054919,0.001013555,0.000973813,0.000935629,0.000898942,0.000863694,0.000829828,0.00079729,0.000766028,0.000735992,0.000707133,0.000679406,0.000652766,0.000627171,0.000602579,0.000578952,0.000556251,0.00053444,0.000513484,0.00049335,0.000474005,0.000455419,0.000437562,0.000420405,0.000403921,0.000388083,0.000372866,0.000358246,0.000344199,0.000330702,0.000317735,0.000305277,0.000293307,0.000281806,0.000270756,0.00026014,0.000249939,0.000240139,0.000230723,0.000221676,0.000212984,0.000204633,0.000196609,0.0001889,0.000181493,0.000174377,0.000167539,0.00016097,0.000154658,0.000148594,0.000142768,0.00013717,0.000131791,0.000126624,0.000121659,0.000116888,0.000112305,0.000107902,0.000103671,9.96056E-05,9.57001E-05,9.19476E-05,8.83423E-05,8.48783E-05,8.15502E-05,7.83526E-05,7.52803E-05,7.23285E-05,6.94925E-05,6.67677E-05,6.41497E-05,6.16343E-05,5.92176E-05,5.68956E-05,5.46647E-05,5.25213E-05,5.04619E-05,4.84833E-05,4.65822E-05,4.47557E-05,4.30008E-05,4.13147E-05,3.96947E-05,3.81383E-05,3.66429E-05,3.52061E-05,3.38256E-05,3.24993E-05,3.1225E-05,3.00006E-05,2.88243E-05,2.76941E-05,2.66082E-05,2.55649E-05,2.45624E-05,2.35993E-05,2.2674E-05,2.17849E-05,2.09307E-05,2.011E-05,1.93215E-05,1.85639E-05,1.7836E-05,1.71366E-05,1.64647E-05,1.58191E-05,1.51988E-05,1.46029E-05,1.40303E-05,1.34802E-05,1.29516E-05,1.24438E-05,1.19558E-05,1.1487E-05,1.10366E-05,1.06039E-05,1.01881E-05,9.7886E-06
13,0.004308189,0.004139263,0.00397696,0.003821021,0.003671197,0.003527247,0.003388942,0.003256059,0.003128387,0.003005721,0.002887865,0.002774631,0.002665836,0.002561307,0.002460877,0.002364384,0.002271675,0.002182602,0.002097021,0.002014795,0.001935794,0.001859891,0.001786963,0.001716895,0.001649575,0.001584894,0.00152275,0.001463042,0.001405675,0.001350558,0.001297602,0.001246722,0.001197837,0.001150869,0.001105743,0.001062386,0.00102073,0.000980706,0.000942252,0.000905306,0.000869808,0.000835703,0.000802934,0.000771451,0.000741202,0.000712139,0.000684215,0.000657387,0.000631611,0.000606845,0.00058305,0.000560188,0.000538223,0.000517119,0.000496842,0.000477361,0.000458643,0.00044066,0.000423381,0.00040678,0.00039083,0.000375505,0.000360782,0.000346635,0.000333043,0.000319985,0.000307438,0.000295383,0.000283801,0.000272673,0.000261981,0.000251709,0.000241839,0.000232357,0.000223246,0.000214492,0.000206082,0.000198001,0.000190237,0.000182778,0.000175611,0.000168725,0.00016211,0.000155753,0.000149646,0.000143778,0.000138141,0.000132724,0.00012752,0.00012252,0.000117716,0.0001131,0.000108665,0.000104405,0.000100311,9.63775E-05,9.25985E-05,8.89677E-05,8.54792E-05,8.21275E-05,7.89072E-05,7.58132E-05,7.28406E-05,6.99844E-05,6.72403E-05,6.46038E-05,6.20706E-05,5.96368E-05,5.72984E-05,5.50517E-05,5.28931E-05,5.08191E-05,4.88265E-05,4.6912E-05,4.50725E-05,4.33052E-05,4.16072E-05,3.99757E-05,3.84083E-05,3.69023E-05,3.54553E-05,3.40651E-05,3.27294E-05,3.1446E-05,3.0213E-05,2.90283E-05,2.78901E-05,2.67965E-05,2.57458E-05,2.47363E-05,2.37664E-05,2.28345E-05,2.19392E-05,2.10789E-05,2.02524E-05,1.94583E-05,1.86953E-05,1.79623E-05,1.7258E-05,1.65813E-05,1.59311E-05,1.53064E-05,1.47063E-05,1.41296E-05,1.35756E-05,1.30433E-05,1.25318E-05,1.20405E-05,1.15683E-05,1.11147E-05
14,0.004912531,0.004719908,0.004534838,0.004357024,0.004186183,0.00402204,0.003864334,0.003712811,0.00356723,0.003427357,0.003292968,0.003163849,0.003039793,0.002920601,0.002806082,0.002696054,0.002590341,0.002488772,0.002391186,0.002297426,0.002207343,0.002120791,0.002037634,0.001957737,0.001880973,0.001807219,0.001736357,0.001668274,0.00160286,0.001540011,0.001479626,0.001421609,0.001365867,0.001312311,0.001260854,0.001211415,0.001163915,0.001118277,0.001074429,0.0010323,0.000991823,0.000952933,0.000915568,0.000879668,0.000845176,0.000812036,0.000780196,0.000749604,0.000720211,0.000691971,0.000664839,0.00063877,0.000613724,0.000589659,0.000566538,0.000544324,0.000522981,0.000502474,0.000482772,0.000463842,0.000445655,0.00042818,0.000411391,0.00039526,0.000379762,0.000364871,0.000350564,0.000336819,0.000323612,0.000310923,0.000298731,0.000287018,0.000275764,0.000264951,0.000254562,0.000244581,0.00023499,0.000225776,0.000216923,0.000208418,0.000200246,0.000192394,0.00018485,0.000177602,0.000170638,0.000163947,0.000157519,0.000151342,0.000145408,0.000139707,0.000134229,0.000128965,0.000123909,0.00011905,0.000114382,0.000109897,0.000105588,0.000101448,0.00009747,9.36481E-05,8.99762E-05,8.64481E-05,8.30585E-05,7.98017E-05,7.66726E-05,7.36662E-05,7.07777E-05,6.80025E-05,6.53361E-05,6.27742E-05,6.03128E-05,5.79479E-05,5.56757E-05,5.34927E-05,5.13952E-05,4.938E-05,4.74437E-05,4.55834E-05,4.37961E-05,4.20788E-05,4.04289E-05,3.88437E-05,3.73206E-05,3.58572E-05,3.44512E-05,3.31004E-05,3.18025E-05,3.05555E-05,2.93574E-05,2.82063E-05,2.71003E-05,2.60377E-05,2.50167E-05,2.40358E-05,2.30933E-05,2.21878E-05,2.13178E-05,2.0482E-05,1.96789E-05,1.89072E-05,1.81659E-05,1.74536E-05,1.67692E-05,1.61117E-05,1.54799E-05,1.4873E-05,1.42898E-05,1.37295E-05,1.31911E-05,1.26739E-05
15,0.005593965,0.005374623,0.005163881,0.004961402,0.004766863,0.004579951,0.004400369,0.004227828,0.004062053,0.003902777,0.003749747,0.003602717,0.003461453,0.003325727,0.003195324,0.003070033,0.002949656,0.002833998,0.002722875,0.00261611,0.002513531,0.002414974,0.002320281,0.002229302,0.00214189,0.002057905,0.001977213,0.001899686,0.001825198,0.001753631,0.00168487,0.001618805,0.001555331,0.001494346,0.001435751,0.001379455,0.001325366,0.001273397,0.001223467,0.001175494,0.001129402,0.001085118,0.00104257,0.00100169,0.000962413,0.000924676,0.000888419,0.000853584,0.000820114,0.000787957,0.000757061,0.000727376,0.000698855,0.000671453,0.000645125,0.000619829,0.000595525,0.000572174,0.000549739,0.000528183,0.000507473,0.000487575,0.000468457,0.000450088,0.00043244,0.000415484,0.000399192,0.00038354,0.000368501,0.000354052,0.000340169,0.000326831,0.000314016,0.000301703,0.000289873,0.000278507,0.000267587,0.000257094,0.000247014,0.000237328,0.000228022,0.000219081,0.000210491,0.000202238,0.000194308,0.000186689,0.000179369,0.000172336,0.000165578,0.000159086,0.000152848,0.000146855,0.000141096,0.000135564,0.000130248,0.000125141,0.000120234,0.00011552,0.00011099,0.000106638,0.000102457,9.84397E-05,9.45798E-05,9.08713E-05,8.73081E-05,8.38847E-05,8.05956E-05,7.74354E-05,7.43991E-05,7.14819E-05,6.8679E-05,6.59861E-05,6.33987E-05,6.09128E-05,5.85244E-05,5.62296E-05,5.40248E-05,5.19065E-05,4.98712E-05,4.79157E-05,4.60369E-05,4.42318E-05,4.24974E-05,4.08311E-05,3.92301E-05,3.76918E-05,3.62139E-05,3.4794E-05,3.34297E-05,3.21189E-05,3.08595E-05,2.96495E-05,2.84869E-05,2.73699E-05,2.62967E-05,2.52656E-05,2.42749E-05,2.33231E-05,2.24086E-05,2.15299E-05,2.06857E-05,1.98746E-05,1.90953E-05,1.83466E-05,1.76272E-05,1.6936E-05,1.6272E-05,1.56339E-05,1.50209E-05,1.44319E-05
16,0.006298386,0.006051423,0.005814143,0.005586167,0.005367131,0.005156682,0.004954486,0.004760218,0.004573567,0.004394235,0.004221934,0.00405639,0.003897337,0.00374452,0.003597695,0.003456628,0.003321091,0.003190869,0.003065754,0.002945544,0.002830047,0.00271908,0.002612463,0.002510027,0.002411607,0.002317047,0.002226194,0.002138904,0.002055036,0.001974457,0.001897037,0.001822654,0.001751186,0.001682521,0.001616549,0.001553163,0.001492263,0.00143375,0.001377532,0.001323518,0.001271622,0.001221761,0.001173855,0.001127828,0.001083605,0.001041116,0.001000293,0.000961071,0.000923387,0.000887181,0.000852394,0.000818971,0.000786859,0.000756006,0.000726362,0.000697881,0.000670517,0.000644225,0.000618965,0.000594695,0.000571377,0.000548973,0.000527447,0.000506766,0.000486895,0.000467804,0.000449461,0.000431837,0.000414905,0.000398636,0.000383005,0.000367987,0.000353558,0.000339695,0.000326376,0.000313578,0.000301283,0.000289469,0.000278119,0.000267214,0.000256736,0.000246669,0.000236997,0.000227704,0.000218776,0.000210198,0.000201956,0.000194037,0.000186429,0.000179119,0.000172095,0.000165347,0.000158864,0.000152635,0.00014665,0.0001409,0.000135375,0.000130067,0.000124967,0.000120067,0.000115359,0.000110836,0.00010649,0.000102314,9.83024E-05,9.44479E-05,9.07446E-05,8.71864E-05,8.37678E-05,8.04832E-05,7.73274E-05,7.42954E-05,7.13822E-05,6.85833E-05,6.58941E-05,6.33103E-05,6.08279E-05,5.84428E-05,5.61512E-05,5.39495E-05,5.18341E-05,4.98017E-05,4.78489E-05,4.59727E-05,4.41701E-05,4.24382E-05,4.07742E-05,3.91754E-05,3.76393E-05,3.61634E-05,3.47455E-05,3.33831E-05,3.20741E-05,3.08165E-05,2.96081E-05,2.84472E-05,2.73317E-05,2.626E-05,2.52304E-05,2.42411E-05,2.32906E-05,2.23773E-05,2.14999E-05,2.06569E-05,1.98469E-05,1.90687E-05,1.8321E-05,1.76026E-05,1.69124E-05,1.62493E-05
17,0.007059993,0.006783167,0.006517195,0.006261652,0.006016129,0.005780234,0.005553587,0.005335828,0.005126607,0.00492559,0.004732455,0.004546893,0.004368607,0.004197311,0.004032732,0.003874606,0.003722681,0.003576713,0.003436468,0.003301722,0.003172259,0.003047873,0.002928365,0.002813542,0.002703221,0.002597226,0.002495388,0.002397542,0.002303533,0.00221321,0.002126429,0.002043051,0.001962941,0.001885973,0.001812023,0.001740973,0.001672708,0.001607121,0.001544104,0.001483559,0.001425388,0.001369498,0.001315799,0.001264206,0.001214636,0.001167009,0.00112125,0.001077285,0.001035044,0.00099446,0.000955466,0.000918002,0.000882006,0.000847422,0.000814195,0.00078227,0.000751596,0.000722126,0.000693811,0.000666606,0.000640468,0.000615355,0.000591227,0.000568044,0.000545771,0.000524371,0.00050381,0.000484055,0.000465075,0.000446839,0.000429319,0.000412485,0.000396311,0.000380771,0.000365841,0.000351496,0.000337714,0.000324472,0.000311749,0.000299525,0.000287781,0.000276497,0.000265655,0.000255239,0.000245231,0.000235615,0.000226376,0.0002175,0.000208972,0.000200778,0.000192905,0.000185341,0.000178074,0.000171092,0.000164383,0.000157938,0.000151745,0.000145795,0.000140078,0.000134585,0.000129308,0.000124238,0.000119367,0.000114686,0.000110189,0.000105869,0.000101718,9.77291E-05,9.38971E-05,9.02153E-05,8.66779E-05,8.32792E-05,8.00138E-05,7.68764E-05,7.38621E-05,7.09659E-05,6.81833E-05,6.55098E-05,6.29411E-05,6.04731E-05,5.8102E-05,5.58237E-05,5.36349E-05,5.15318E-05,4.95112E-05,4.75699E-05,4.57046E-05,4.39125E-05,4.21907E-05,4.05364E-05,3.89469E-05,3.74198E-05,3.59525E-05,3.45428E-05,3.31884E-05,3.1887E-05,3.06367E-05,2.94354E-05,2.82813E-05,2.71723E-05,2.61069E-05,2.50832E-05,2.40997E-05,2.31547E-05,2.22468E-05,2.13745E-05,2.05364E-05,1.97312E-05,1.89575E-05,1.82142E-05
18,0.007752191,0.007448223,0.007156174,0.006875577,0.006605981,0.006346957,0.006098089,0.00585898,0.005629246,0.00540852,0.005196449,0.004992693,0.004796927,0.004608837,0.004428122,0.004254493,0.004087672,0.003927392,0.003773396,0.003625439,0.003483284,0.003346702,0.003215476,0.003089396,0.002968259,0.002851872,0.002740048,0.002632609,0.002529383,0.002430205,0.002334915,0.002243362,0.002155398,0.002070884,0.001989683,0.001911667,0.001836709,0.001764691,0.001695496,0.001629015,0.00156514,0.00150377,0.001444807,0.001388155,0.001333725,0.001281429,0.001231183,0.001182908,0.001136525,0.001091961,0.001049145,0.001008007,0.000968483,0.000930508,0.000894022,0.000858967,0.000825287,0.000792927,0.000761836,0.000731964,0.000703263,0.000675688,0.000649193,0.000623738,0.000599281,0.000575783,0.000553206,0.000531515,0.000510674,0.00049065,0.000471411,0.000452927,0.000435167,0.000418104,0.00040171,0.000385959,0.000370825,0.000356285,0.000342315,0.000328892,0.000315996,0.000303606,0.000291701,0.000280264,0.000269274,0.000258716,0.000248572,0.000238825,0.00022946,0.000220463,0.000211819,0.000203513,0.000195533,0.000187866,0.0001805,0.000173422,0.000166623,0.000160089,0.000153812,0.000147781,0.000141986,0.000136419,0.00013107,0.000125931,0.000120993,0.000116249,0.00011169,0.000107311,0.000103103,9.90605E-05,9.51763E-05,9.14444E-05,8.78588E-05,8.44138E-05,8.11039E-05,7.79237E-05,7.48683E-05,7.19327E-05,6.91122E-05,6.64022E-05,6.37986E-05,6.1297E-05,5.88935E-05,5.65843E-05,5.43656E-05,5.22339E-05,5.01857E-05,4.82179E-05,4.63273E-05,4.45108E-05,4.27655E-05,4.10886E-05,3.94775E-05,3.79296E-05,3.64423E-05,3.50134E-05,3.36405E-05,3.23214E-05,3.10541E-05,2.98364E-05,2.86665E-05,2.75425E-05,2.64626E-05,2.54249E-05,2.4428E-05,2.34702E-05,2.25499E-05,2.16657E-05,2.08162E-05,2E-05
19,0.008304769,0.007979134,0.007666268,0.007365669,0.007076857,0.00679937,0.006532763,0.006276609,0.0060305,0.005794041,0.005566853,0.005348574,0.005138853,0.004937356,0.004743759,0.004557754,0.004379042,0.004207337,0.004042365,0.003883862,0.003731573,0.003585256,0.003444676,0.003309608,0.003179837,0.003055154,0.002935359,0.002820262,0.002709678,0.00260343,0.002501348,0.002403269,0.002309035,0.002218497,0.002131508,0.002047931,0.00196763,0.001890478,0.001816352,0.001745131,0.001676704,0.001610959,0.001547793,0.001487103,0.001428793,0.001372769,0.001318942,0.001267226,0.001217537,0.001169797,0.001123928,0.001079858,0.001037517,0.000996835,0.000957748,0.000920195,0.000884113,0.000849447,0.000816139,0.000784138,0.000753392,0.000723851,0.000695468,0.000668198,0.000641998,0.000616825,0.000592639,0.000569401,0.000547075,0.000525624,0.000505014,0.000485212,0.000466186,0.000447907,0.000430344,0.00041347,0.000397258,0.000381681,0.000366715,0.000352336,0.000338521,0.000325247,0.000312494,0.000300241,0.000288468,0.000277157,0.00026629,0.000255848,0.000245816,0.000236178,0.000226917,0.00021802,0.000209471,0.000201258,0.000193366,0.000185784,0.000178499,0.0001715,0.000164776,0.000158315,0.000152107,0.000146143,0.000140413,0.000134907,0.000129617,0.000124535,0.000119652,0.00011496,0.000110452,0.000106122,0.00010196,9.79625E-05,9.41214E-05,9.04308E-05,8.6885E-05,8.34782E-05,8.02049E-05,7.70601E-05,7.40385E-05,7.11354E-05,6.83461E-05,6.56663E-05,6.30914E-05,6.06176E-05,5.82407E-05,5.59571E-05,5.3763E-05,5.16549E-05,4.96295E-05,4.76835E-05,4.58138E-05,4.40174E-05,4.22915E-05,4.06332E-05,3.90399E-05,3.75092E-05,3.60384E-05,3.46253E-05,3.32676E-05,3.19632E-05,3.07099E-05,2.95058E-05,2.83488E-05,2.72372E-05,2.61693E-05,2.51431E-05,2.41573E-05,2.321E-05,2.23E-05,2.14256E-05
20,0.008694752,0.008353825,0.008026267,0.007711553,0.007409179,0.00711866,0.006839534,0.006571352,0.006313685,0.006066122,0.005828266,0.005599737,0.005380168,0.005169208,0.004966521,0.004771781,0.004584677,0.004404909,0.00423219,0.004066243,0.003906804,0.003753616,0.003606434,0.003465024,0.003329159,0.00319862,0.003073201,0.002952699,0.002836922,0.002725684,0.002618809,0.002516124,0.002417465,0.002322675,0.002231602,0.002144099,0.002060028,0.001979253,0.001901646,0.001827081,0.00175544,0.001686608,0.001620475,0.001556936,0.001495887,0.001437233,0.001380878,0.001326733,0.001274711,0.001224729,0.001176707,0.001130567,0.001086237,0.001043645,0.001002723,0.000963406,0.00092563,0.000889336,0.000854464,0.00082096,0.00078877,0.000757842,0.000728127,0.000699576,0.000672146,0.00064579,0.000620469,0.00059614,0.000572765,0.000550306,0.000528728,0.000507997,0.000488078,0.00046894,0.000450553,0.000432886,0.000415912,0.000399604,0.000383936,0.000368881,0.000354417,0.00034052,0.000327168,0.00031434,0.000302014,0.000290172,0.000278794,0.000267863,0.00025736,0.000247269,0.000237573,0.000228258,0.000219308,0.000210708,0.000202446,0.000194508,0.000186882,0.000179554,0.000172513,0.000165749,0.00015925,0.000153006,0.000147006,0.000141242,0.000135704,0.000130383,0.00012527,0.000120359,0.000115639,0.000111105,0.000106748,0.000102563,9.85412E-05,9.46774E-05,9.0965E-05,8.73982E-05,8.39713E-05,8.06787E-05,7.75153E-05,7.44758E-05,7.15556E-05,6.87499E-05,6.60541E-05,6.34641E-05,6.09757E-05,5.85848E-05,5.62876E-05,5.40806E-05,5.196E-05,4.99227E-05,4.79652E-05,4.60844E-05,4.42774E-05,4.25413E-05,4.08732E-05,3.92705E-05,3.77307E-05,3.62513E-05,3.48299E-05,3.34642E-05,3.2152E-05,3.08913E-05,2.968E-05,2.85163E-05,2.73981E-05,2.63238E-05,2.52917E-05,2.43E-05,2.33471E-05,2.24317E-05
21,0.008869494,0.008521716,0.008187575,0.007866535,0.007558084,0.007261727,0.006976991,0.006703419,0.006440574,0.006188036,0.005945399,0.005712277,0.005488295,0.005273096,0.005066335,0.004867681,0.004676817,0.004493436,0.004317246,0.004147964,0.00398532,0.003829054,0.003678914,0.003534662,0.003396066,0.003262904,0.003134964,0.00301204,0.002893937,0.002780464,0.00267144,0.002566692,0.00246605,0.002369355,0.002276451,0.00218719,0.002101429,0.002019031,0.001939864,0.001863801,0.00179072,0.001720505,0.001653043,0.001588226,0.001525951,0.001466117,0.00140863,0.001353397,0.00130033,0.001249343,0.001200355,0.001153289,0.001108068,0.00106462,0.001022875,0.000982768,0.000944233,0.000907209,0.000871637,0.00083746,0.000804622,0.000773073,0.00074276,0.000713636,0.000685654,0.000658769,0.000632938,0.00060812,0.000584276,0.000561366,0.000539354,0.000518206,0.000497887,0.000478365,0.000459608,0.000441586,0.000424271,0.000407635,0.000391652,0.000376295,0.00036154,0.000347364,0.000333744,0.000320657,0.000308084,0.000296004,0.000284398,0.000273246,0.000262532,0.000252238,0.000242348,0.000232845,0.000223715,0.000214943,0.000206515,0.000198417,0.000190637,0.000183162,0.00017598,0.00016908,0.00016245,0.000156081,0.000149961,0.000144081,0.000138431,0.000133003,0.000127788,0.000122777,0.000117963,0.000113338,0.000108894,0.000104624,0.000100522,9.65801E-05,9.27932E-05,8.91547E-05,8.56589E-05,8.23002E-05,7.90731E-05,7.59726E-05,7.29937E-05,7.01316E-05,6.73817E-05,6.47396E-05,6.22011E-05,5.97622E-05,5.74189E-05,5.51674E-05,5.30043E-05,5.0926E-05,4.89291E-05,4.70106E-05,4.51673E-05,4.33962E-05,4.16947E-05,4.00598E-05,3.8489E-05,3.69798E-05,3.55298E-05,3.41367E-05,3.27982E-05,3.15121E-05,3.02765E-05,2.90894E-05,2.79488E-05,2.68529E-05,2.58E-05,2.47883E-05,2.38164E-05,2.28825E-05
22,0.008918075,0.008568392,0.008232421,0.007909623,0.007599482,0.007301502,0.007015206,0.006740136,0.006475851,0.00622193,0.005977964,0.005743565,0.005518357,0.005301979,0.005094085,0.004894343,0.004702433,0.004518048,0.004340893,0.004170684,0.004007149,0.003850027,0.003699065,0.003554023,0.003414667,0.003280776,0.003152135,0.003028538,0.002909788,0.002795693,0.002686073,0.00258075,0.002479557,0.002382333,0.00228892,0.00219917,0.002112939,0.00203009,0.001950489,0.001874009,0.001800528,0.001729929,0.001662097,0.001596925,0.001534309,0.001474148,0.001416346,0.00136081,0.001307452,0.001256186,0.00120693,0.001159606,0.001114137,0.001070451,0.001028478,0.000988151,0.000949405,0.000912178,0.000876411,0.000842047,0.000809029,0.000777307,0.000746828,0.000717545,0.000689409,0.000662377,0.000636405,0.000611451,0.000587476,0.000564441,0.000542309,0.000521044,0.000500614,0.000480985,0.000462125,0.000444005,0.000426595,0.000409868,0.000393797,0.000378356,0.00036352,0.000349267,0.000335572,0.000322414,0.000309772,0.000297625,0.000285955,0.000274743,0.00026397,0.00025362,0.000243675,0.00023412,0.00022494,0.00021612,0.000207646,0.000199504,0.000191682,0.000184166,0.000176944,0.000170006,0.00016334,0.000156936,0.000150782,0.00014487,0.000139189,0.000133732,0.000128488,0.00012345,0.000118609,0.000113959,0.00010949,0.000105197,0.000101072,9.71091E-05,9.33014E-05,8.9643E-05,8.61281E-05,8.27509E-05,7.95062E-05,7.63887E-05,7.33935E-05,7.05157E-05,6.77507E-05,6.50942E-05,6.25418E-05,6.00895E-05,5.77334E-05,5.54696E-05,5.32946E-05,5.12049E-05,4.91971E-05,4.72681E-05,4.54147E-05,4.36339E-05,4.1923E-05,4.02792E-05,3.86998E-05,3.71824E-05,3.57245E-05,3.43237E-05,3.29778E-05,3.16847E-05,3.04424E-05,2.92487E-05,2.81018E-05,2.7E-05,2.59413E-05,2.49241E-05,2.39468E-05,2.30078E-05
