PERF2020_Col_2ndo,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049
39,0.002791137,0.002720094,0.00265086,0.002583388,0.002517633,0.002453552,0.002391102,0.002330242,0.002270931,0.002213129,0.002156798,0.002101902,0.002048402,0.001996265,0.001945454,0.001895937,0.00184768,0.001800651,0.001754819,0.001710154,0.001666626,0.001624205,0.001582864,0.001542576,0.001503313,0.001465049,0.00142776,0.001391419,0.001356003,0.001321489,0.001287854,0.001255074,0.001223129,0.001191997,0.001161657,0.001132089,0.001103275,0.001075193,0.001047826,0.001021156,0.000995165,0.000969835,0.00094515,0.000921093,0.000897649,0.000874801,0.000852535,0.000830835,0.000809688,0.000789079,0.000768995,0.000749422,0.000730347,0.000711757,0.000693641,0.000675986,0.00065878,0.000642012,0.000625671,0.000609746,0.000594226,0.000579102,0.000564362,0.000549997,0.000535998,0.000522355,0.00050906,0.000496103,0.000483476,0.00047117,0.000459177,0.00044749,0.0004361,0.000425,0.000414183,0.00040364,0.000393367,0.000383354,0.000373597,0.000364088,0.000354821,0.000345789,0.000336988,0.000328411,0.000320052,0.000311906,0.000303967,0.00029623,0.00028869,0.000281342,0.000274181,0.000267202,0.000260401,0.000253773,0.000247314,0.000241019,0.000234885,0.000228906,0.00022308,0.000217402,0.000211868,0.000206476,0.00020122,0.000196099,0.000191107,0.000186243,0.000181503,0.000176883,0.000172381,0.000167993,0.000163717,0.00015955,0.000155489,0.000151531,0.000147675,0.000143916,0.000140253,0.000136683,0.000133204,0.000129814,0.000126509,0.000123289,0.000120151,0.000117093,0.000114113,0.000111208,0.000108378,0.000105619,0.000102931,0.000100311,9.77578E-05,9.52695E-05,9.28447E-05,9.04815E-05,8.81785E-05,8.59341E-05,8.37468E-05,8.16152E-05,7.95379E-05,7.75134E-05,7.55405E-05,7.36177E-05,7.1744E-05,6.99179E-05,6.81383E-05,6.6404E-05,6.47138E-05,6.30666E-05,6.14614E-05,5.9897E-05
40,0.002868178,0.002797435,0.002728438,0.002661142,0.002595506,0.002531489,0.002469051,0.002408153,0.002348757,0.002290825,0.002234323,0.002179215,0.002125465,0.002073041,0.002021911,0.001972041,0.001923402,0.001875962,0.001829692,0.001784563,0.001740548,0.001697618,0.001655747,0.001614908,0.001575077,0.001536229,0.001498338,0.001461382,0.001425338,0.001390183,0.001355894,0.001322452,0.001289834,0.001258021,0.001226992,0.001196729,0.001167212,0.001138423,0.001110345,0.001082958,0.001056248,0.001030196,0.001004787,0.000980004,0.000955832,0.000932257,0.000909264,0.000886837,0.000864963,0.000843629,0.000822822,0.000802527,0.000782733,0.000763427,0.000744598,0.000726233,0.00070832,0.00069085,0.00067381,0.000657191,0.000640982,0.000625172,0.000609753,0.000594713,0.000580045,0.000565738,0.000551785,0.000538175,0.000524901,0.000511955,0.000499328,0.000487012,0.000475,0.000463284,0.000451858,0.000440713,0.000429843,0.000419241,0.0004089,0.000398815,0.000388978,0.000379384,0.000370027,0.000360901,0.000351999,0.000343317,0.000334849,0.00032659,0.000318535,0.000310679,0.000303016,0.000295542,0.000288253,0.000281143,0.000274209,0.000267446,0.000260849,0.000254415,0.00024814,0.00024202,0.000236051,0.000230229,0.00022455,0.000219012,0.00021361,0.000208341,0.000203203,0.000198191,0.000193302,0.000188535,0.000183885,0.000179349,0.000174926,0.000170611,0.000166403,0.000162299,0.000158296,0.000154391,0.000150583,0.000146869,0.000143247,0.000139714,0.000136268,0.000132907,0.000129629,0.000126431,0.000123313,0.000120272,0.000117305,0.000114412,0.00011159,0.000108838,0.000106153,0.000103535,0.000100981,9.84907E-05,9.60615E-05,9.36922E-05,9.13813E-05,8.91274E-05,8.69291E-05,8.4785E-05,8.26938E-05,8.06542E-05,7.86649E-05,7.67247E-05,7.48323E-05,7.29866E-05,7.11864E-05,6.94306E-05
41,0.002974415,0.002903177,0.002833645,0.002765779,0.002699538,0.002634883,0.002571777,0.002510183,0.002450063,0.002391384,0.00233411,0.002278207,0.002223644,0.002170387,0.002118406,0.00206767,0.002018148,0.001969813,0.001922636,0.001876588,0.001831644,0.001787775,0.001744958,0.001703166,0.001662375,0.00162256,0.0015837,0.00154577,0.001508748,0.001472613,0.001437344,0.001402919,0.001369319,0.001336524,0.001304514,0.00127327,0.001242775,0.00121301,0.001183959,0.001155603,0.001127926,0.001100912,0.001074545,0.001048809,0.00102369,0.000999172,0.000975242,0.000951885,0.000929087,0.000906835,0.000885116,0.000863917,0.000843226,0.000823031,0.000803319,0.000784079,0.000765301,0.000746971,0.000729081,0.00071162,0.000694576,0.000677941,0.000661704,0.000645856,0.000630388,0.00061529,0.000600554,0.00058617,0.000572131,0.000558429,0.000545054,0.000532,0.000519258,0.000506822,0.000494684,0.000482836,0.000471272,0.000459985,0.000448968,0.000438215,0.00042772,0.000417476,0.000407477,0.000397718,0.000388193,0.000378895,0.000369821,0.000360963,0.000352318,0.00034388,0.000335644,0.000327605,0.000319759,0.000312101,0.000304626,0.00029733,0.000290209,0.000283258,0.000276474,0.000269853,0.00026339,0.000257081,0.000250924,0.000244915,0.000239049,0.000233324,0.000227735,0.000222281,0.000216957,0.000211761,0.00020669,0.000201739,0.000196908,0.000192192,0.000187589,0.000183096,0.000178711,0.00017443,0.000170253,0.000166175,0.000162195,0.000158311,0.000154519,0.000150818,0.000147206,0.000143681,0.000140239,0.000136881,0.000133602,0.000130403,0.000127279,0.000124231,0.000121256,0.000118352,0.000115517,0.00011275,0.00011005,0.000107414,0.000104842,0.000102331,9.98798E-05,9.74877E-05,9.51528E-05,9.28739E-05,9.06496E-05,8.84785E-05,8.63594E-05,8.42911E-05,8.22723E-05,8.03018E-05
42,0.003100386,0.003028202,0.002957698,0.002888835,0.002821576,0.002755883,0.00269172,0.00262905,0.002567839,0.002508054,0.00244966,0.002392626,0.00233692,0.002282511,0.002229369,0.002177463,0.002126767,0.002077251,0.002028887,0.00198165,0.001935512,0.001890449,0.001846435,0.001803445,0.001761457,0.001720446,0.001680389,0.001641266,0.001603053,0.00156573,0.001529276,0.001493671,0.001458895,0.001424928,0.001391752,0.001359349,0.0013277,0.001296788,0.001266596,0.001237106,0.001208304,0.001180171,0.001152694,0.001125857,0.001099644,0.001074042,0.001049035,0.001024611,0.001000756,0.000977456,0.000954698,0.000932471,0.00091076,0.000889556,0.000868845,0.000848616,0.000828858,0.00080956,0.000790712,0.000772302,0.000754321,0.000736759,0.000719605,0.000702851,0.000686487,0.000670504,0.000654893,0.000639645,0.000624753,0.000610207,0.000596,0.000582124,0.00056857,0.000555333,0.000542403,0.000529775,0.00051744,0.000505393,0.000493626,0.000482134,0.000470908,0.000459944,0.000449236,0.000438776,0.000428561,0.000418583,0.000408837,0.000399318,0.000390021,0.000380941,0.000372071,0.000363409,0.000354948,0.000346684,0.000338612,0.000330728,0.000323028,0.000315507,0.000308162,0.000300987,0.000293979,0.000287135,0.000280449,0.00027392,0.000267542,0.000261313,0.000255229,0.000249287,0.000243483,0.000237814,0.000232277,0.000226869,0.000221587,0.000216428,0.000211389,0.000206467,0.00020166,0.000196965,0.000192379,0.0001879,0.000183526,0.000179253,0.000175079,0.000171003,0.000167022,0.000163133,0.000159335,0.000155625,0.000152002,0.000148463,0.000145006,0.00014163,0.000138333,0.000135112,0.000131966,0.000128894,0.000125893,0.000122962,0.000120099,0.000117303,0.000114572,0.000111904,0.000109299,0.000106754,0.000104268,0.000101841,9.94697E-05,9.71538E-05,9.48918E-05,9.26825E-05
43,0.003228036,0.003155035,0.003083684,0.003013947,0.002945787,0.002879169,0.002814057,0.002750417,0.002688217,0.002627423,0.002568005,0.00250993,0.002453168,0.00239769,0.002343466,0.002290469,0.002238671,0.002188043,0.002138561,0.002090198,0.002042928,0.001996728,0.001951572,0.001907438,0.001864301,0.00182214,0.001780933,0.001740657,0.001701293,0.001662818,0.001625214,0.00158846,0.001552537,0.001517427,0.00148311,0.00144957,0.001416788,0.001384748,0.001353432,0.001322824,0.001292909,0.00126367,0.001235092,0.001207161,0.001179861,0.001153179,0.0011271,0.00110161,0.001076698,0.001052348,0.00102855,0.001005289,0.000982555,0.000960334,0.000938617,0.00091739,0.000896643,0.000876366,0.000856547,0.000837176,0.000818244,0.000799739,0.000781653,0.000763976,0.000746699,0.000729812,0.000713308,0.000697177,0.00068141,0.000666,0.000650939,0.000636218,0.00062183,0.000607767,0.000594023,0.000580589,0.000567459,0.000554626,0.000542083,0.000529824,0.000517842,0.000506131,0.000494685,0.000483498,0.000472564,0.000461877,0.000451431,0.000441222,0.000431244,0.000421492,0.00041196,0.000402643,0.000393538,0.000384638,0.000375939,0.000367437,0.000359128,0.000351006,0.000343068,0.00033531,0.000327727,0.000320315,0.000313071,0.000305991,0.000299071,0.000292308,0.000285698,0.000279237,0.000272922,0.00026675,0.000260717,0.000254821,0.000249058,0.000243426,0.000237921,0.00023254,0.000227281,0.000222141,0.000217118,0.000212208,0.000207409,0.000202718,0.000198134,0.000193653,0.000189273,0.000184993,0.000180809,0.00017672,0.000172724,0.000168818,0.000165,0.000161269,0.000157622,0.000154057,0.000150573,0.000147168,0.00014384,0.000140587,0.000137407,0.0001343,0.000131263,0.000128294,0.000125393,0.000122557,0.000119786,0.000117077,0.000114429,0.000111841,0.000109312,0.00010684
44,0.003352656,0.003279246,0.003207444,0.003137214,0.003068521,0.003001333,0.002935616,0.002871338,0.002808468,0.002746973,0.002686826,0.002627995,0.002570453,0.00251417,0.00245912,0.002405275,0.00235261,0.002301097,0.002250712,0.002201431,0.002153228,0.002106081,0.002059967,0.002014862,0.001970745,0.001927593,0.001885387,0.001844104,0.001803726,0.001764232,0.001725602,0.001687819,0.001650862,0.001614715,0.001579359,0.001544778,0.001510953,0.00147787,0.00144551,0.001413859,0.001382902,0.001352622,0.001323005,0.001294036,0.001265702,0.001237988,0.001210881,0.001184368,0.001158435,0.00113307,0.001108261,0.001083994,0.001060259,0.001037044,0.001014337,0.000992127,0.000970403,0.000949155,0.000928373,0.000908045,0.000888163,0.000868715,0.000849694,0.000831089,0.000812892,0.000795093,0.000777683,0.000760655,0.000744,0.000727709,0.000711776,0.000696191,0.000680947,0.000666037,0.000651453,0.000637189,0.000623237,0.000609591,0.000596243,0.000583188,0.000570419,0.000557929,0.000545712,0.000533763,0.000522076,0.000510645,0.000499464,0.000488528,0.000477831,0.000467368,0.000457135,0.000447125,0.000437335,0.000427759,0.000418393,0.000409232,0.000400271,0.000391507,0.000382935,0.00037455,0.000366349,0.000358327,0.000350481,0.000342807,0.000335301,0.000327959,0.000320778,0.000313755,0.000306885,0.000300165,0.000293593,0.000287164,0.000280877,0.000274727,0.000268711,0.000262827,0.000257073,0.000251444,0.000245938,0.000240553,0.000235286,0.000230134,0.000225095,0.000220166,0.000215346,0.000210631,0.000206019,0.000201508,0.000197095,0.00019278,0.000188559,0.00018443,0.000180392,0.000176442,0.000172579,0.0001688,0.000165104,0.000161489,0.000157953,0.000154494,0.000151111,0.000147803,0.000144566,0.000141401,0.000138305,0.000135277,0.000132315,0.000129417,0.000126584,0.000123812
45,0.003452022,0.003379241,0.003307995,0.003238251,0.003169977,0.003103142,0.003037717,0.002973671,0.002910976,0.002849602,0.002789522,0.002730709,0.002673136,0.002616777,0.002561606,0.002507598,0.002454729,0.002402975,0.002352311,0.002302716,0.002254167,0.002206641,0.002160117,0.002114574,0.002069991,0.002026349,0.001983626,0.001941804,0.001900864,0.001860787,0.001821555,0.00178315,0.001745555,0.001708752,0.001672726,0.001637459,0.001602935,0.00156914,0.001536057,0.001503671,0.001471969,0.001440934,0.001410554,0.001380815,0.001351702,0.001323203,0.001295306,0.001267996,0.001241262,0.001215092,0.001189473,0.001164395,0.001139846,0.001115814,0.001092288,0.001069259,0.001046715,0.001024647,0.001003043,0.000981896,0.000961194,0.000940928,0.00092109,0.00090167,0.00088266,0.00086405,0.000845833,0.000828,0.000810543,0.000793454,0.000776725,0.000760349,0.000744318,0.000728625,0.000713263,0.000698225,0.000683504,0.000669093,0.000654986,0.000641177,0.000627659,0.000614425,0.000601471,0.00058879,0.000576376,0.000564224,0.000552328,0.000540683,0.000529284,0.000518124,0.0005072,0.000496507,0.000486039,0.000475791,0.00046576,0.00045594,0.000446327,0.000436917,0.000427705,0.000418688,0.00040986,0.000401219,0.00039276,0.000384479,0.000376373,0.000368438,0.00036067,0.000353065,0.000345622,0.000338335,0.000331201,0.000324218,0.000317383,0.000310691,0.000304141,0.000297728,0.000291451,0.000285306,0.000279291,0.000273403,0.000267638,0.000261996,0.000256472,0.000251064,0.000245771,0.000240589,0.000235517,0.000230551,0.000225691,0.000220932,0.000216274,0.000211714,0.000207251,0.000202881,0.000198604,0.000194416,0.000190317,0.000186305,0.000182377,0.000178532,0.000174768,0.000171083,0.000167476,0.000163945,0.000160488,0.000157105,0.000153792,0.00015055,0.000147376,0.000144268
46,0.003519601,0.003448659,0.003379147,0.003311036,0.003244298,0.003178905,0.00311483,0.003052046,0.002990528,0.00293025,0.002871187,0.002813315,0.002756609,0.002701046,0.002646603,0.002593257,0.002540987,0.00248977,0.002439585,0.002390412,0.00234223,0.00229502,0.002248761,0.002203434,0.002159021,0.002115503,0.002072862,0.002031081,0.001990142,0.001950028,0.001910723,0.00187221,0.001834473,0.001797497,0.001761266,0.001725765,0.00169098,0.001656896,0.001623499,0.001590776,0.001558711,0.001527294,0.001496509,0.001466345,0.001436789,0.001407829,0.001379452,0.001351647,0.001324403,0.001297708,0.001271551,0.001245921,0.001220808,0.001196201,0.00117209,0.001148465,0.001125316,0.001102634,0.001080409,0.001058632,0.001037294,0.001016386,0.000995899,0.000975826,0.000956157,0.000936884,0.000918,0.000899497,0.000881366,0.000863601,0.000846194,0.000829138,0.000812425,0.00079605,0.000780005,0.000764283,0.000748877,0.000733783,0.000718992,0.0007045,0.0006903,0.000676386,0.000662753,0.000649394,0.000636305,0.000623479,0.000610912,0.000598598,0.000586533,0.000574711,0.000563127,0.000551776,0.000540654,0.000529757,0.000519079,0.000508616,0.000498364,0.000488319,0.000478476,0.000468832,0.000459382,0.000450123,0.00044105,0.00043216,0.000423449,0.000414914,0.000406551,0.000398356,0.000390327,0.000382459,0.00037475,0.000367197,0.000359796,0.000352543,0.000345437,0.000338475,0.000331652,0.000324967,0.000318417,0.000311999,0.00030571,0.000299548,0.000293511,0.000287595,0.000281798,0.000276118,0.000270552,0.000265099,0.000259755,0.00025452,0.00024939,0.000244363,0.000239437,0.000234611,0.000229882,0.000225249,0.000220709,0.00021626,0.000211901,0.00020763,0.000203445,0.000199344,0.000195326,0.000191389,0.000187531,0.000183751,0.000180048,0.000176418,0.000172862,0.000169378
47,0.003563224,0.003495098,0.003428274,0.003362727,0.003298434,0.00323537,0.003173512,0.003112837,0.003053321,0.002994944,0.002937682,0.002881515,0.002826423,0.002772383,0.002719377,0.002667384,0.002616386,0.002566362,0.002517295,0.002469166,0.002421957,0.002375651,0.00233023,0.002285677,0.002241977,0.002199111,0.002157066,0.002115824,0.002075371,0.002035691,0.00199677,0.001958593,0.001921146,0.001884415,0.001848386,0.001813046,0.001778382,0.00174438,0.001711029,0.001678315,0.001646227,0.001614752,0.001583879,0.001553596,0.001523892,0.001494757,0.001466178,0.001438145,0.001410649,0.001383678,0.001357223,0.001331274,0.001305821,0.001280854,0.001256365,0.001232344,0.001208783,0.001185672,0.001163002,0.001140766,0.001118956,0.001097562,0.001076577,0.001055994,0.001035804,0.001016,0.000996575,0.000977521,0.000958831,0.000940499,0.000922517,0.000904879,0.000887579,0.000870609,0.000853963,0.000837636,0.000821621,0.000805912,0.000790504,0.00077539,0.000760565,0.000746023,0.00073176,0.000717769,0.000704046,0.000690585,0.000677381,0.00066443,0.000651727,0.000639266,0.000627044,0.000615055,0.000603295,0.000591761,0.000580447,0.000569349,0.000558463,0.000547786,0.000537313,0.00052704,0.000516963,0.000507079,0.000497384,0.000487874,0.000478546,0.000469397,0.000460422,0.000451619,0.000442985,0.000434515,0.000426207,0.000418059,0.000410066,0.000402225,0.000394535,0.000386992,0.000379593,0.000372335,0.000365216,0.000358234,0.000351385,0.000344666,0.000338076,0.000331613,0.000325272,0.000319053,0.000312953,0.00030697,0.000301101,0.000295344,0.000289697,0.000284158,0.000278725,0.000273396,0.000268169,0.000263042,0.000258013,0.00025308,0.000248241,0.000243495,0.000238839,0.000234273,0.000229794,0.0002254,0.000221091,0.000216864,0.000212717,0.00020865,0.000204661,0.000200748
48,0.003582737,0.003518231,0.003454886,0.003392682,0.003331598,0.003271614,0.003212709,0.003154866,0.003098063,0.003042284,0.002987508,0.002933719,0.002880899,0.002829029,0.002778093,0.002728075,0.002678957,0.002630723,0.002583358,0.002536845,0.00249117,0.002446317,0.002402272,0.00235902,0.002316547,0.002274838,0.00223388,0.00219366,0.002154164,0.002115379,0.002077292,0.002039891,0.002003164,0.001967097,0.001931681,0.001896901,0.001862748,0.00182921,0.001796276,0.001763934,0.001732175,0.001700988,0.001670362,0.001640288,0.001610755,0.001581754,0.001553275,0.001525309,0.001497846,0.001470878,0.001444395,0.00141839,0.001392852,0.001367774,0.001343148,0.001318965,0.001295217,0.001271897,0.001248997,0.001226509,0.001204427,0.001182741,0.001161446,0.001140535,0.00112,0.001099835,0.001080033,0.001060587,0.001041491,0.00102274,0.001004326,0.000986243,0.000968486,0.000951049,0.000933926,0.000917111,0.000900598,0.000884383,0.00086846,0.000852824,0.000837469,0.000822391,0.000807584,0.000793044,0.000778765,0.000764744,0.000750975,0.000737454,0.000724176,0.000711138,0.000698334,0.00068576,0.000673414,0.000661289,0.000649383,0.000637691,0.000626209,0.000614935,0.000603863,0.000592991,0.000582314,0.00057183,0.000561534,0.000551424,0.000541496,0.000531746,0.000522172,0.000512771,0.000503538,0.000494472,0.00048557,0.000476827,0.000468242,0.000459811,0.000451533,0.000443403,0.00043542,0.00042758,0.000419882,0.000412322,0.000404898,0.000397608,0.000390449,0.000383419,0.000376516,0.000369737,0.00036308,0.000356543,0.000350123,0.00034382,0.000337629,0.00033155,0.000325581,0.000319719,0.000313962,0.00030831,0.000302759,0.000297308,0.000291955,0.000286698,0.000281536,0.000276467,0.00027149,0.000266601,0.000261801,0.000257088,0.000252459,0.000247914,0.00024345,0.000239067
49,0.003591769,0.00353119,0.003471632,0.003413079,0.003355514,0.003298919,0.003243279,0.003188577,0.003134798,0.003081926,0.003029946,0.002978842,0.002928601,0.002879206,0.002830645,0.002782903,0.002735966,0.002689821,0.002644454,0.002599852,0.002556003,0.002512893,0.00247051,0.002428842,0.002387877,0.002347602,0.002308007,0.00226908,0.00223081,0.002193184,0.002156194,0.002119827,0.002084074,0.002048923,0.002014366,0.001980391,0.00194699,0.001914152,0.001881867,0.001850127,0.001818923,0.001788244,0.001758084,0.001728432,0.00169928,0.001670619,0.001642442,0.001614741,0.001587506,0.001560731,0.001534407,0.001508528,0.001483085,0.001458071,0.001433479,0.001409302,0.001385532,0.001362163,0.001339189,0.001316602,0.001294396,0.001272565,0.001251101,0.00123,0.001209255,0.001188859,0.001168808,0.001149094,0.001129714,0.00111066,0.001091927,0.00107351,0.001055404,0.001037604,0.001020103,0.001002898,0.000985983,0.000969353,0.000953004,0.000936931,0.000921128,0.000905592,0.000890318,0.000875302,0.000860539,0.000846025,0.000831756,0.000817728,0.000803936,0.000790376,0.000777046,0.00076394,0.000751055,0.000738388,0.000725934,0.00071369,0.000701653,0.000689819,0.000678184,0.000666746,0.0006555,0.000644445,0.000633575,0.000622889,0.000612384,0.000602055,0.000591901,0.000581918,0.000572103,0.000562454,0.000552967,0.000543641,0.000534472,0.000525457,0.000516595,0.000507882,0.000499316,0.000490894,0.000482615,0.000474475,0.000466472,0.000458605,0.00045087,0.000443265,0.000435789,0.000428439,0.000421213,0.000414109,0.000407124,0.000400258,0.000393507,0.00038687,0.000380345,0.00037393,0.000367623,0.000361423,0.000355327,0.000349334,0.000343442,0.00033765,0.000331955,0.000326356,0.000320852,0.00031544,0.00031012,0.000304889,0.000299747,0.000294691,0.000289721,0.000284835
50,0.003606607,0.003549725,0.003493741,0.003438639,0.003384406,0.003331029,0.003278493,0.003226786,0.003175895,0.003125806,0.003076507,0.003027986,0.00298023,0.002933227,0.002886965,0.002841433,0.002796619,0.002752512,0.002709101,0.002666374,0.002624321,0.002582931,0.002542195,0.0025021,0.002462638,0.002423798,0.002385571,0.002347947,0.002310916,0.00227447,0.002238598,0.002203291,0.002168542,0.002134341,0.002100679,0.002067548,0.002034939,0.002002845,0.001971257,0.001940167,0.001909568,0.001879451,0.001849809,0.001820635,0.00179192,0.001763659,0.001735843,0.001708466,0.001681521,0.001655001,0.001628899,0.001603209,0.001577924,0.001553037,0.001528544,0.001504436,0.001480709,0.001457356,0.001434371,0.001411749,0.001389483,0.001367569,0.001346,0.001324771,0.001303878,0.001283314,0.001263074,0.001243153,0.001223547,0.001204249,0.001185256,0.001166563,0.001148165,0.001130056,0.001112233,0.001094692,0.001077427,0.001060434,0.001043709,0.001027248,0.001011047,0.000995101,0.000979407,0.00096396,0.000948757,0.000933794,0.000919066,0.000904571,0.000890305,0.000876263,0.000862443,0.000848841,0.000835453,0.000822277,0.000809308,0.000796544,0.000783982,0.000771617,0.000759447,0.00074747,0.000735681,0.000724078,0.000712658,0.000701419,0.000690356,0.000679468,0.000668752,0.000658205,0.000647824,0.000637606,0.00062755,0.000617653,0.000607912,0.000598324,0.000588887,0.0005796,0.000570458,0.000561461,0.000552606,0.000543891,0.000535313,0.00052687,0.000518561,0.000510382,0.000502333,0.00049441,0.000486612,0.000478938,0.000471384,0.00046395,0.000456632,0.000449431,0.000442342,0.000435366,0.0004285,0.000421741,0.00041509,0.000408543,0.0004021,0.000395758,0.000389516,0.000383373,0.000377327,0.000371376,0.000365519,0.000359754,0.00035408,0.000348495,0.000342999,0.00033759
51,0.003638559,0.003584738,0.003531712,0.003479471,0.003428003,0.003377296,0.003327339,0.003278121,0.003229632,0.003181859,0.003134793,0.003088423,0.003042739,0.002997731,0.002953389,0.002909702,0.002866662,0.002824259,0.002782482,0.002741324,0.002700774,0.002660825,0.002621466,0.002582689,0.002544486,0.002506848,0.002469767,0.002433234,0.002397242,0.002361782,0.002326846,0.002292428,0.002258518,0.00222511,0.002192197,0.00215977,0.002127822,0.002096348,0.002065339,0.002034788,0.00200469,0.001975036,0.001945822,0.001917039,0.001888682,0.001860745,0.001833221,0.001806104,0.001779388,0.001753068,0.001727136,0.001701588,0.001676419,0.001651621,0.00162719,0.001603121,0.001579408,0.001556045,0.001533028,0.001510352,0.001488011,0.001466,0.001444315,0.001422951,0.001401902,0.001381166,0.001360735,0.001340607,0.001320777,0.00130124,0.001281992,0.001263029,0.001244347,0.00122594,0.001207806,0.00118994,0.001172339,0.001154998,0.001137913,0.001121081,0.001104498,0.00108816,0.001072064,0.001056206,0.001040583,0.001025191,0.001010026,0.000995086,0.000980366,0.000965865,0.000951578,0.000937502,0.000923635,0.000909972,0.000896512,0.000883251,0.000870186,0.000857314,0.000844633,0.000832139,0.00081983,0.000807703,0.000795755,0.000783985,0.000772388,0.000760963,0.000749707,0.000738617,0.000727691,0.000716928,0.000706323,0.000695875,0.000685581,0.00067544,0.000665449,0.000655606,0.000645908,0.000636354,0.000626941,0.000617667,0.000608531,0.00059953,0.000590661,0.000581924,0.000573316,0.000564836,0.000556481,0.000548249,0.00054014,0.00053215,0.000524278,0.000516523,0.000508883,0.000501356,0.00049394,0.000486633,0.000479435,0.000472343,0.000465356,0.000458473,0.000451691,0.00044501,0.000438427,0.000431942,0.000425553,0.000419258,0.000413056,0.000406946,0.000400927,0.000394996
